humidity,light,temperature,timestamp
64.0,-16.0,21.99,2025-04-25 22:13:01.138
64.0,-16.0,22.43,2025-04-25 22:23:01.154
65.0,-16.0,22.23,2025-04-25 22:33:01.170
65.0,-16.0,22.2,2025-04-25 22:43:01.185
65.0,-16.0,22.46,2025-04-25 22:53:01.200
65.0,-16.0,22.51,2025-04-25 23:03:01.215
65.0,-16.0,22.59,2025-04-25 23:13:01.230
65.0,-16.0,22.56,2025-04-25 23:23:01.245
65.0,-16.0,22.48,2025-04-25 23:33:01.260
65.0,-16.0,22.54,2025-04-25 23:43:01.276
65.0,-16.0,22.61,2025-04-25 23:53:01.291
65.0,-16.0,22.67,2025-04-26 00:03:01.306
65.0,-16.0,22.77,2025-04-26 00:13:01.321
65.0,-16.0,22.77,2025-04-26 00:23:01.337
64.0,-16.0,23.11,2025-04-26 00:33:01.353
64.0,-16.0,23.52,2025-04-26 00:43:01.368
64.0,-16.0,23.62,2025-04-26 00:53:01.384
64.0,-16.0,23.59,2025-04-26 01:03:01.399
64.0,-16.0,23.62,2025-04-26 01:13:01.414
64.0,-16.0,23.62,2025-04-26 01:23:01.429
64.0,-16.0,23.59,2025-04-26 01:33:01.444
64.0,-16.0,23.59,2025-04-26 01:43:01.459
64.0,-16.0,23.59,2025-04-26 01:53:01.474
64.0,-16.0,23.62,2025-04-26 02:03:01.489
64.0,-16.0,23.62,2025-04-26 02:13:01.505
64.0,-16.0,23.62,2025-04-26 02:23:01.521
64.0,-16.0,23.62,2025-04-26 02:33:01.536
64.0,-16.0,23.57,2025-04-26 02:43:01.551
64.0,-16.0,23.64,2025-04-26 02:53:01.566
64.0,-16.0,23.59,2025-04-26 03:03:01.581
64.0,-16.0,23.54,2025-04-26 03:13:01.596
64.0,-15.0,23.59,2025-04-26 03:23:01.611
64.0,-16.0,23.57,2025-04-26 03:33:01.626
64.0,-16.0,23.57,2025-04-26 03:43:01.641
64.0,-16.0,23.62,2025-04-26 03:53:01.656
64.0,-16.0,23.62,2025-04-26 04:03:01.671
64.0,-16.0,23.62,2025-04-26 04:13:01.687
64.0,-16.0,23.64,2025-04-26 04:23:01.703
64.0,-16.0,23.7,2025-04-26 04:33:01.718
64.0,-16.0,23.72,2025-04-26 04:43:01.733
64.0,-16.0,23.59,2025-04-26 04:53:01.748
64.0,-16.0,23.57,2025-04-26 05:03:01.763
64.0,-16.0,23.57,2025-04-26 05:13:01.778
64.0,-16.0,23.54,2025-04-26 05:23:01.793
64.0,-16.0,23.59,2025-04-26 05:33:01.808
64.0,-16.0,23.57,2025-04-26 05:43:01.824
64.0,-16.0,23.59,2025-04-26 05:53:01.839
64.0,-16.0,23.52,2025-04-26 06:03:01.855
64.0,-16.0,23.59,2025-04-26 06:13:01.871
64.0,-16.0,23.52,2025-04-26 06:23:01.886
64.0,-16.0,23.52,2025-04-26 06:33:01.901
64.0,-16.0,23.49,2025-04-26 06:43:01.916
64.0,-16.0,23.49,2025-04-26 06:53:01.932
64.0,-15.0,23.49,2025-04-26 07:03:01.947
64.0,-14.0,23.54,2025-04-26 07:13:01.962
64.0,-10.0,23.47,2025-04-26 07:23:01.977
64.0,2.0,23.49,2025-04-26 07:33:01.992
64.0,-5.0,23.52,2025-04-26 07:43:02.007
64.0,-4.0,23.49,2025-04-26 07:53:02.022
64.0,-8.0,23.47,2025-04-26 08:03:02.038
64.0,3.0,23.47,2025-04-26 08:13:02.054
64.0,16.0,23.52,2025-04-26 08:23:02.069
64.0,-3.0,23.47,2025-04-26 08:33:02.084
63.0,42.0,23.52,2025-04-26 08:43:02.099
64.0,66.0,23.59,2025-04-26 08:53:02.114
63.0,71.0,23.72,2025-04-26 09:03:02.129
63.0,91.0,23.85,2025-04-26 09:13:02.144
63.0,70.0,23.82,2025-04-26 09:23:02.159
63.0,89.0,23.93,2025-04-26 09:33:02.174
64.0,87.0,23.87,2025-04-26 09:43:02.189
64.0,87.0,23.8,2025-04-26 09:53:02.204
64.0,86.0,23.9,2025-04-26 10:03:02.220
63.0,85.0,23.75,2025-04-26 10:13:02.236
63.0,77.0,23.95,2025-04-26 10:23:02.251
64.0,82.0,24.1,2025-04-26 10:33:02.266
64.0,81.0,24.13,2025-04-26 10:43:02.281
64.0,80.0,23.85,2025-04-26 10:53:02.296
64.0,79.0,23.85,2025-04-26 11:03:02.311
64.0,78.0,23.72,2025-04-26 11:13:02.326
63.0,67.0,23.59,2025-04-26 11:23:02.341
63.0,74.0,23.52,2025-04-26 11:33:02.356
63.0,70.0,23.31,2025-04-26 11:43:02.372
63.0,67.0,23.62,2025-04-26 11:53:02.388
63.0,65.0,23.7,2025-04-26 12:03:02.404
63.0,64.0,23.72,2025-04-26 12:13:02.420
63.0,63.0,23.72,2025-04-26 12:23:02.435
63.0,63.0,23.75,2025-04-26 12:33:02.450
63.0,63.0,23.75,2025-04-26 12:43:02.465
63.0,62.0,23.8,2025-04-26 12:53:02.481
63.0,63.0,23.8,2025-04-26 13:03:02.496
63.0,62.0,23.72,2025-04-26 13:13:02.512
63.0,62.0,23.77,2025-04-26 13:23:02.527
63.0,61.0,23.85,2025-04-26 13:33:02.543
63.0,56.0,23.7,2025-04-26 13:43:02.558
63.0,56.0,23.72,2025-04-26 13:53:02.574
63.0,56.0,23.72,2025-04-26 14:03:02.590
63.0,55.0,23.77,2025-04-26 14:13:02.606
63.0,55.0,23.7,2025-04-26 14:23:02.622
63.0,55.0,23.7,2025-04-26 14:33:02.637
63.0,55.0,23.62,2025-04-26 14:43:02.652
63.0,53.0,23.62,2025-04-26 14:53:02.667
63.0,54.0,23.67,2025-04-26 15:03:02.682
63.0,38.0,23.85,2025-04-26 15:13:02.697
62.0,51.0,23.85,2025-04-26 15:23:02.713
62.0,51.0,23.87,2025-04-26 15:33:02.728
62.0,51.0,24.0,2025-04-26 15:43:02.744
62.0,50.0,24.03,2025-04-26 15:53:02.760
62.0,49.0,24.0,2025-04-26 16:03:02.776
62.0,49.0,24.0,2025-04-26 16:13:02.792
62.0,48.0,23.93,2025-04-26 16:23:02.807
62.0,47.0,23.93,2025-04-26 16:33:02.823
62.0,45.0,23.9,2025-04-26 16:43:02.839
62.0,44.0,23.9,2025-04-26 16:53:02.854
62.0,42.0,23.87,2025-04-26 17:03:02.870
62.0,40.0,23.87,2025-04-26 17:13:02.885
62.0,37.0,23.95,2025-04-26 17:23:02.901
62.0,33.0,23.87,2025-04-26 17:33:02.917
62.0,26.0,23.9,2025-04-26 17:43:02.933
61.0,16.0,23.85,2025-04-26 17:53:02.949
61.0,1.0,23.85,2025-04-26 18:03:02.965
61.0,-11.0,23.85,2025-04-26 18:13:02.981
61.0,-15.0,23.85,2025-04-26 18:23:02.997
66.0,-3.0,22.87,2025-04-26 18:27:00.609
60.0,-14.0,25.04,2025-04-26 18:37:00.625
60.0,-14.0,25.07,2025-04-26 18:47:00.641
60.0,-14.0,24.77,2025-04-26 18:57:00.656
60.0,1.0,24.79,2025-04-26 19:07:00.672
60.0,-3.0,24.74,2025-04-26 19:17:00.687
60.0,-2.0,24.69,2025-04-26 19:27:00.702
60.0,0.0,24.64,2025-04-26 19:37:00.717
60.0,-14.0,24.61,2025-04-26 19:47:00.733
60.0,-15.0,24.54,2025-04-26 19:57:00.749
60.0,-15.0,24.38,2025-04-26 20:07:00.765
60.0,-15.0,24.41,2025-04-26 20:17:00.781
60.0,-15.0,24.38,2025-04-26 20:27:00.797
60.0,-15.0,24.33,2025-04-26 20:37:00.812
60.0,-4.0,24.28,2025-04-26 20:47:00.828
60.0,-15.0,24.26,2025-04-26 20:57:00.843
60.0,-15.0,24.18,2025-04-26 21:07:00.859
60.0,-15.0,24.1,2025-04-26 21:17:00.875
60.0,-15.0,24.03,2025-04-26 21:27:00.891
60.0,-15.0,24.08,2025-04-26 21:37:00.907
60.0,-15.0,23.9,2025-04-26 21:47:00.923
60.0,-15.0,23.93,2025-04-26 21:57:00.939
60.0,-15.0,23.9,2025-04-26 22:07:00.955
59.0,-14.0,23.9,2025-04-26 22:17:00.971
60.0,-15.0,23.93,2025-04-26 22:27:00.986
59.0,-12.0,23.93,2025-04-26 22:37:01.002
59.0,-12.0,23.9,2025-04-26 22:47:01.017
59.0,-12.0,23.85,2025-04-26 22:57:01.032
59.0,-14.0,23.85,2025-04-26 23:07:01.048
59.0,-15.0,23.87,2025-04-26 23:17:01.064
59.0,-15.0,23.82,2025-04-26 23:27:01.079
59.0,-15.0,23.85,2025-04-26 23:37:01.095
59.0,-15.0,23.75,2025-04-26 23:47:01.111
59.0,-15.0,23.72,2025-04-26 23:57:01.127
59.0,-15.0,23.72,2025-04-27 00:07:01.143
59.0,-15.0,23.7,2025-04-27 00:17:01.158
59.0,-15.0,23.67,2025-04-27 00:27:01.174
59.0,-15.0,23.59,2025-04-27 00:37:01.190
59.0,-15.0,23.52,2025-04-27 00:47:01.206
59.0,-14.0,23.57,2025-04-27 00:57:01.222
59.0,-15.0,23.41,2025-04-27 01:07:01.237
59.0,-15.0,23.52,2025-04-27 01:17:01.253
59.0,-15.0,23.44,2025-04-27 01:27:01.269
59.0,-15.0,23.41,2025-04-27 01:37:01.284
59.0,-15.0,23.41,2025-04-27 01:47:01.300
59.0,-15.0,23.41,2025-04-27 01:57:01.316
59.0,-15.0,23.41,2025-04-27 02:07:01.332
58.0,-15.0,23.36,2025-04-27 02:17:01.347
58.0,-15.0,23.26,2025-04-27 02:27:01.363
58.0,-15.0,23.21,2025-04-27 02:37:01.378
58.0,-15.0,23.21,2025-04-27 02:47:01.394
58.0,-15.0,23.18,2025-04-27 02:57:01.410
58.0,-15.0,23.16,2025-04-27 03:07:01.425
58.0,-15.0,23.11,2025-04-27 03:17:01.441
58.0,-15.0,23.03,2025-04-27 03:27:01.457
58.0,-15.0,23.05,2025-04-27 03:37:01.473
58.0,-15.0,23.03,2025-04-27 03:47:01.489
58.0,-15.0,23.03,2025-04-27 03:57:01.505
58.0,-15.0,23.03,2025-04-27 04:07:01.521
58.0,-15.0,22.95,2025-04-27 04:17:01.537
58.0,-15.0,22.95,2025-04-27 04:27:01.553
58.0,-15.0,22.92,2025-04-27 04:37:01.568
58.0,-15.0,22.92,2025-04-27 04:47:01.584
58.0,-15.0,22.82,2025-04-27 04:57:01.600
58.0,-15.0,22.85,2025-04-27 05:07:01.615
58.0,-15.0,22.74,2025-04-27 05:17:01.631
58.0,-15.0,22.8,2025-04-27 05:27:01.647
58.0,-15.0,22.77,2025-04-27 05:37:01.663
58.0,-15.0,22.77,2025-04-27 05:47:01.679
57.0,-15.0,22.69,2025-04-27 05:57:01.694
57.0,-15.0,22.72,2025-04-27 06:07:01.710
57.0,-15.0,22.72,2025-04-27 06:17:01.725
57.0,-15.0,22.85,2025-04-27 06:27:01.740
57.0,-15.0,22.77,2025-04-27 06:37:01.755
57.0,-15.0,22.82,2025-04-27 06:47:01.771
57.0,-15.0,22.87,2025-04-27 06:57:01.787
57.0,-14.0,22.8,2025-04-27 07:07:01.803
57.0,-13.0,22.87,2025-04-27 07:17:01.819
56.0,-7.0,23.03,2025-04-27 07:27:01.835
56.0,-14.0,23.03,2025-04-27 07:37:01.851
56.0,-14.0,23.16,2025-04-27 07:47:01.866
56.0,-14.0,23.08,2025-04-27 07:57:01.882
56.0,-14.0,23.11,2025-04-27 08:07:01.898
56.0,-14.0,23.05,2025-04-27 08:17:01.913
56.0,-14.0,23.08,2025-04-27 08:27:01.929
56.0,-14.0,23.11,2025-04-27 08:37:01.945
56.0,-14.0,23.26,2025-04-27 08:47:01.960
55.0,-13.0,23.29,2025-04-27 08:57:01.975
55.0,-13.0,23.44,2025-04-27 09:07:01.991
55.0,-13.0,23.47,2025-04-27 09:17:02.007
55.0,-13.0,23.54,2025-04-27 09:27:02.023
55.0,-13.0,23.67,2025-04-27 09:37:02.039
55.0,-13.0,23.8,2025-04-27 09:47:02.055
55.0,-13.0,23.87,2025-04-27 09:57:02.071
55.0,-12.0,23.98,2025-04-27 10:07:02.086
55.0,-12.0,24.03,2025-04-27 10:17:02.102
54.0,-12.0,24.21,2025-04-27 10:27:02.117
54.0,-12.0,24.28,2025-04-27 10:37:02.133
54.0,-12.0,24.38,2025-04-27 10:47:02.149
54.0,-12.0,24.33,2025-04-27 10:57:02.165
54.0,-3.0,24.51,2025-04-27 11:07:02.181
54.0,-4.0,24.56,2025-04-27 11:17:02.197
54.0,-5.0,24.64,2025-04-27 11:27:02.213
54.0,-5.0,24.64,2025-04-27 11:37:02.229
54.0,-12.0,24.26,2025-04-27 11:47:02.245
54.0,-12.0,24.23,2025-04-27 11:57:02.261
54.0,-12.0,24.26,2025-04-27 12:07:02.277
54.0,-12.0,24.28,2025-04-27 12:17:02.293
54.0,-12.0,24.26,2025-04-27 12:27:02.308
53.0,-12.0,24.31,2025-04-27 12:37:02.323
53.0,-12.0,24.33,2025-04-27 12:47:02.339
53.0,-12.0,24.28,2025-04-27 12:57:02.355
53.0,-12.0,24.36,2025-04-27 13:07:02.371
53.0,-12.0,24.33,2025-04-27 13:17:02.387
53.0,-12.0,24.33,2025-04-27 13:27:02.403
53.0,-12.0,24.28,2025-04-27 13:37:02.419
53.0,-12.0,24.38,2025-04-27 13:47:02.435
53.0,-12.0,24.38,2025-04-27 13:57:02.451
53.0,-12.0,24.41,2025-04-27 14:07:02.467
53.0,-12.0,24.38,2025-04-27 14:17:02.482
53.0,-12.0,24.46,2025-04-27 14:27:02.498
53.0,-12.0,24.44,2025-04-27 14:37:02.513
53.0,-12.0,24.28,2025-04-27 14:47:02.529
53.0,-12.0,24.49,2025-04-27 14:57:02.545
53.0,-12.0,24.49,2025-04-27 15:07:02.561
53.0,-12.0,24.54,2025-04-27 15:17:02.577
53.0,-12.0,24.51,2025-04-27 15:27:02.593
53.0,-12.0,24.44,2025-04-27 15:37:02.609
53.0,-12.0,24.51,2025-04-27 15:47:02.625
53.0,-12.0,24.54,2025-04-27 15:57:02.641
53.0,-12.0,24.59,2025-04-27 16:07:02.657
